Code,Indicator Name,Long definition,Source
WP14928.5,"Sent domestic remittances in the past year, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way (% age 25+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP14928.6,"Sent domestic remittances in the past year, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14928.10,"Sent domestic remittances in the past year, rural (% age 15+) [w2]","Denotes the percentage of respondents who report personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14928.7,"Sent domestic remittances in the past year, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14928.4,"Sent domestic remittances in the past year, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way (% ages 15-24). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP15168.1,"Sent domestic remittances: in person and in cash (% senders, age 15+) [w2]","Denotes, among respondents reporting personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who did so by handing cash to the recipient or sending it through someone they know (% senders, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15169.1,"Sent domestic remittances: through a financial institution (% senders, age 15+) [w2]","Denotes, among respondents reporting personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who sent it through a bank or another type of financial institution. This includes at a branch, at an ATM, or through direct deposit into an account, using their own account or someone else's (% senders, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15170.1,"Sent domestic remittances: through a mobile phone (% senders, age 15+) [w2]","Denotes, among respondents reporting personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who sent it through a mobile phone, using their own account or someone else's (% senders, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15171.1,"Sent domestic remittances: through a money transfer operator (% senders, age 15+) [w2]","Denotes, among respondents reporting personally giving or sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who sent it through a money transfer operator (% senders, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 12=strong),"Strength of legal rights index measures the degree to which collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending. The index ranges from 0 to 12, with higher scores indicating that these laws are better designed to expand access to credit.","World Bank, Doing Business project (http://www.doingbusiness.org/)."
WP15172_4.1,Used a mobile phone to pay for school fees (% age 15+) [w2],Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (% age 15+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP15172_4.3,"Used a mobile phone to pay for school fees, female (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_4.8,"Used a mobile phone to pay for school fees, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_4.9,"Used a mobile phone to pay for school fees, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_4.2,"Used a mobile phone to pay for school fees, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (male, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_4.5,"Used a mobile phone to pay for school fees, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (% age 25+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP15172_4.6,"Used a mobile phone to pay for school fees, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_4.10,"Used a mobile phone to pay for school fees, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_4.7,"Used a mobile phone to pay for school fees, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_4.4,"Used a mobile phone to pay for school fees, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report making a payment for school fees through a mobile phone in the past 12 months (% ages 15-24). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP14940_4.1,Used a mobile phone to pay utility bills (% age 15+) [w2],"Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (% age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.3,"Used a mobile phone to pay utility bills, female (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.8,"Used a mobile phone to pay utility bills, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.9,"Used a mobile phone to pay utility bills, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.2,"Used a mobile phone to pay utility bills, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (male, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.5,"Used a mobile phone to pay utility bills, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (% age 25+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.6,"Used a mobile phone to pay utility bills, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.10,"Used a mobile phone to pay utility bills, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.7,"Used a mobile phone to pay utility bills, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_4.4,"Used a mobile phone to pay utility bills, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (% ages 15-24). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP11625.1,Used an account at a financial institution for business purposes (% age 15+) [w1],Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (% age 15+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11625.3,"Used an account at a financial institution for business purposes, female (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (female, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11625.8,"Used an account at a financial institution for business purposes, income, poorest 40% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (income, poorest 40%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11625.9,"Used an account at a financial institution for business purposes, income, richest 60% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (income, richest 60%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11625.2,"Used an account at a financial institution for business purposes, male (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (male, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11625.5,"Used an account at a financial institution for business purposes, older adults (% ages 25+) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (% age 25+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11625.6,"Used an account at a financial institution for business purposes, primary education or less (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (primary education or less, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11625.10,"Used an account at a financial institution for business purposes, rural (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (rural, % age 15+ ). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11625.7,"Used an account at a financial institution for business purposes, secondary education or more (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (secondary education or more, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11625.4,"Used an account at a financial institution for business purposes, young adults (% ages 15-24) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution for business purposes only or for both business purposes and personal transactions (% ages 15-24). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP15172_3.1,Used an account at a financial institution to pay for school fees (% age 15+) [w2],Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% age 15+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP15172_3.3,"Used an account at a financial institution to pay for school fees, female (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_3.8,"Used an account at a financial institution to pay for school fees, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_3.9,"Used an account at a financial institution to pay for school fees, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_3.2,"Used an account at a financial institution to pay for school fees, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (male, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_3.5,"Used an account at a financial institution to pay for school fees, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% age 25+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP15172_3.6,"Used an account at a financial institution to pay for school fees, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_3.10,"Used an account at a financial institution to pay for school fees, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_3.7,"Used an account at a financial institution to pay for school fees, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15172_3.4,"Used an account at a financial institution to pay for school fees, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% ages 15-24). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP14940_3.1,Used an account at a financial institution to pay utility bills (% age 15+) [w2],"Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.3,"Used an account at a financial institution to pay utility bills, female (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.8,"Used an account at a financial institution to pay utility bills, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.9,"Used an account at a financial institution to pay utility bills, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.2,"Used an account at a financial institution to pay utility bills, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (male, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.5,"Used an account at a financial institution to pay utility bills, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% age 25+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.6,"Used an account at a financial institution to pay utility bills, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.10,"Used an account at a financial institution to pay utility bills, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.7,"Used an account at a financial institution to pay utility bills, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14940_3.4,"Used an account at a financial institution to pay utility bills, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% ages 15-24). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP11635.1,Used an account at a financial institution to receive government transfers (% age 15+) [w1],Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (% age 15+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11635.3,"Used an account at a financial institution to receive government transfers, female (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (female, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11635.8,"Used an account at a financial institution to receive government transfers, income, poorest 40% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (income, poorest 40%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11635.9,"Used an account at a financial institution to receive government transfers, income, richest 60% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (income, richest 60%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11635.2,"Used an account at a financial institution to receive government transfers, male (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (male, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11635.5,"Used an account at a financial institution to receive government transfers, older adults (% ages 25+) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (% age 25+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11635.6,"Used an account at a financial institution to receive government transfers, primary education or less (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (primary education or less, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11635.10,"Used an account at a financial institution to receive government transfers, rural (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (rural, % age 15+ ). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11635.7,"Used an account at a financial institution to receive government transfers, secondary education or more (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (secondary education or more, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11635.4,"Used an account at a financial institution to receive government transfers, young adults (% ages 15-24) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments from the government in the past 12 months (% ages 15-24). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11636.1,Used an account at a financial institution to receive remittances (% age 15+) [w1],Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (% age 15+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11636.3,"Used an account at a financial institution to receive remittances, female (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (female, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11636.8,"Used an account at a financial institution to receive remittances, income, poorest 40% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (income, poorest 40%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11636.9,"Used an account at a financial institution to receive remittances, income, richest 60% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (income, richest 60%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11636.2,"Used an account at a financial institution to receive remittances, male (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (male, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11636.5,"Used an account at a financial institution to receive remittances, older adults (% ages 25+) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (% age 25+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11636.6,"Used an account at a financial institution to receive remittances, primary education or less (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (primary education or less, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11636.10,"Used an account at a financial institution to receive remittances, rural (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (rural, % age 15+ ). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11636.7,"Used an account at a financial institution to receive remittances, secondary education or more (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (secondary education or more, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11636.4,"Used an account at a financial institution to receive remittances, young adults (% ages 15-24) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money from family members living elsewhere in the past 12 months (% ages 15-24). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11634.1,Used an account at a financial institution to receive wages (% age 15+) [w1],Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (% age 15+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11634.3,"Used an account at a financial institution to receive wages, female (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (female, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11634.8,"Used an account at a financial institution to receive wages, income, poorest 40% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (income, poorest 40%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11634.9,"Used an account at a financial institution to receive wages, income, richest 60% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (income, richest 60%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11634.2,"Used an account at a financial institution to receive wages, male (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (male, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11634.5,"Used an account at a financial institution to receive wages, older adults (% ages 25+) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (% age 25+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11634.6,"Used an account at a financial institution to receive wages, primary education or less (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (primary education or less, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11634.10,"Used an account at a financial institution to receive wages, rural (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (rural, % age 15+ ). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11634.7,"Used an account at a financial institution to receive wages, secondary education or more (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (secondary education or more, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11634.4,"Used an account at a financial institution to receive wages, young adults (% ages 15-24) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution to receive money or payments for work or from selling goods in the past 12 months (% ages 15-24). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11637.1,Used an account at a financial institution to send remittances (% age 15+) [w1],Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (% age 15+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11637.3,"Used an account at a financial institution to send remittances, female (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (female, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11637.8,"Used an account at a financial institution to send remittances, income, poorest 40% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (income, poorest 40%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11637.9,"Used an account at a financial institution to send remittances, income, richest 60% (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (income, richest 60%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11637.2,"Used an account at a financial institution to send remittances, male (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (male, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11637.5,"Used an account at a financial institution to send remittances, older adults (% ages 25+) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (% age 25+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP11637.6,"Used an account at a financial institution to send remittances, primary education or less (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (primary education or less, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11637.10,"Used an account at a financial institution to send remittances, rural (% age 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (rural, % age 15+ ). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11637.7,"Used an account at a financial institution to send remittances, secondary education or more (% ages 15+) [w1]","Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (secondary education or more, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP11637.4,"Used an account at a financial institution to send remittances, young adults (% ages 15-24) [w1]",Denotes the percentage of respondents who report using their accounts at a formal financial institution to send money to family members living elsewhere in the past 12 months (% ages 15-24). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP15161_1.1,Used an account to make a transaction through a mobile phone (% age 15+) [w2],"Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15161_1.3,"Used an account to make a transaction through a mobile phone, female (% age 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15161_1.8,"Used an account to make a transaction through a mobile phone, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
